title,artist,songid,streams,region,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,856886,global,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,169266.0,4.0
Arranhão - Ao Vivo,Henrique & Juliano,4u06FbRh6FvV2FQZkouzCw,853018,global,0.486,0.871,3.0,-3.642,0.0,0.258,0.617,0.0,0.97,0.663,151.175,153410.0,4.0
The Real Slim Shady,Eminem,3yfqSUWxFvZELEM4PmlwIR,851626,global,0.949,0.661,5.0,-4.244,0.0,0.0572,0.0302,0.0,0.0454,0.76,104.504,284200.0,4.0
Rolling in the Deep,Adele,6IAZHEBUIGJ6NJKxxOBIEr,848688,global,0.73,0.769,8.0,-5.114,1.0,0.0298,0.138,0.0,0.0473,0.507,104.948,228093.0,4.0
Dandelions,Ruth B.,2eAvDnpXP5W0cVtiI0PUxV,847877,global,0.609,0.692,1.0,-2.958,1.0,0.0259,0.0157,0.0,0.0864,0.454,116.959,233720.0,3.0
Another Love,Tom Odell,7jtQIBanIiJOMS6RyCx6jZ,842256,global,0.442,0.538,4.0,-8.55,0.0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,244360.0,4.0
Say You Won't Let Go,James Arthur,5uCax9HTNlzGybIStD3vDh,840814,global,0.358,0.557,10.0,-7.398,1.0,0.059,0.695,0.0,0.0902,0.494,85.043,211467.0,4.0
Señorita,"Shawn Mendes, Camila Cabello",6v3KW9xbzN5yKLt9YKDYA2,840418,global,0.759,0.548,9.0,-6.049,0.0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800.0,4.0
Someone Like You,Adele,5lkpeJwmQKgY3bX2zChjxX,837683,global,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,285240.0,4.0
Talking to the Moon,Bruno Mars,161DnLWsx1i3u1JT05lzqU,834530,global,0.523,0.606,1.0,-4.754,0.0,0.0301,0.512,0.0,0.106,0.065,145.837,217867.0,4.0
Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,832855,global,0.566,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.116,0.437,128.945,241688.0,4.0
No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,824743,global,0.692,0.521,10.0,-8.465,0.0,0.33,0.301,0.0,0.0565,0.463,100.45,292987.0,4.0
Counting Stars,OneRepublic,2tpWsVSb9UEmDRxAl1zhX1,824588,global,0.664,0.705,1.0,-4.972,0.0,0.0382,0.0654,0.0,0.118,0.477,122.016,257267.0,4.0
The Nights,Avicii,0ct6r3EGTcMLPtrXHDvVjc,819113,global,0.527,0.835,6.0,-5.298,1.0,0.0433,0.0166,0.0,0.249,0.654,125.983,176658.0,4.0
Gangsta's Paradise,"Coolio, L.V.",7lQWRAjyhTpCWFC0jmclT4,817241,global,0.647,0.514,8.0,-10.05,1.0,0.0593,0.0655,0.0,0.398,0.387,79.974,240693.0,4.0
Shallow,"Lady Gaga, Bradley Cooper",2VxeLyX666F8uXCJ0dZF8B,816306,global,0.572,0.385,7.0,-6.362,1.0,0.0308,0.371,0.0,0.231,0.323,95.799,215733.0,4.0
Memories,Maroon 5,4cktbXiXOapiLBMprHFErI,816133,global,0.775,0.327,11.0,-7.241,1.0,0.0557,0.841,0.0,0.0821,0.595,91.05,189486.0,4.0
we fell in love in october,girl in red,1BYZxKSf0aTxp8ZFoeyM3d,808213,global,0.566,0.366,7.0,-12.808,1.0,0.028,0.113,0.181,0.155,0.237,129.959,184154.0,4.0
WITHOUT YOU,The Kid LAROI,27OeeYzk6klgBh83TSvGMA,805246,global,0.662,0.413,0.0,-7.357,1.0,0.0299,0.213,0.0,0.134,0.467,93.005,161385.0,4.0
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,7hxHWCCAIIxFLCzvDgnQHX,802499,global,0.8,0.658,1.0,-6.142,0.0,0.079,0.25,0.0,0.111,0.462,140.042,195429.0,4.0
Bohemian Rhapsody - Remastered 2011,Queen,4u7EnebtmKWzUH433cf5Qv,800422,global,0.414,0.404,0.0,-9.928,0.0,0.0499,0.271,0.0,0.3,0.224,71.105,354320.0,4.0
Riptide,Vance Joy,7yq4Qj7cqayVTp3FF9CWbm,799022,global,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,204280.0,4.0
goosebumps,Travis Scott,6gBFPUFcJLzWGx4lenP6h2,797038,global,0.841,0.728,7.0,-3.37,1.0,0.0484,0.0847,0.0,0.149,0.43,130.049,243837.0,4.0
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,3T9BKc4kB7ukeNQrCqv6ZV,795496,global,0.681,0.63,1.0,-5.585,1.0,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0,4.0
Mon Amour - Remix,"zzoilo, Aitana",5TMLavqGRKNxgzMBrVpC9R,793567,global,0.748,0.761,2.0,-6.621,1.0,0.102,0.122,6.56e-06,0.0984,0.362,116.041,179940.0,4.0
Poblado - Remix,"J Balvin, KAROL G, Nicky Jam, Crissin, Totoy El Frio, Natan & Shander",2K1CQMoG2Dy5nmeOYnhoi8,792795,global,0.813,0.81,3.0,-5.382,0.0,0.0809,0.112,1.59e-06,0.377,0.632,93.005,392867.0,4.0
Head & Heart (feat. MNEK),Joel Corry,6cx06DFPPHchuUAcTxznu9,792351,global,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,166028.0,4.0
Champagne Poetry,Drake,2HSmyk2qMN8WQjuGhaQgCk,791996,global,0.423,0.667,6.0,-7.012,0.0,0.326,0.758,0.0,0.246,0.496,86.743,336511.0,4.0
Mr. Brightside,The Killers,003vvx7Niy0yvhvHt4a68B,787543,global,0.352,0.911,1.0,-5.23,1.0,0.0747,0.00121,0.0,0.0995,0.236,148.033,222973.0,4.0
All of Me,John Legend,3U4isOIWM3VvDubwSI3y7a,786210,global,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,269560.0,4.0
Without Me,Eminem,7lQ8MOhq6IN2w8EYcFNSUk,784709,global,0.908,0.669,7.0,-2.827,1.0,0.0738,0.00286,0.0,0.237,0.662,112.238,290320.0,4.0
Classic,MKTO,6FE2iI43OZnszFLuLtvvmg,780087,global,0.72,0.791,1.0,-4.689,1.0,0.124,0.0384,0.0,0.157,0.756,102.071,175427.0,4.0
7 rings,Ariana Grande,6ocbgoVGwYJhOv1GgI9NsF,778840,global,0.778,0.317,1.0,-10.732,0.0,0.334,0.592,0.0,0.0881,0.327,140.048,178627.0,4.0
Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,776118,global,0.676,0.771,8.0,-3.675,1.0,0.0483,0.0237,7e-06,0.102,0.569,99.048,207133.0,4.0
bad guy,Billie Eilish,2Fxmhks0bxGSBdJ92vM42m,775962,global,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,194088.0,4.0
Every Breath You Take,The Police,1JSTJqkT5qHq8MDJnJbRE1,775805,global,0.82,0.452,1.0,-9.796,1.0,0.0348,0.543,0.00294,0.0714,0.74,117.401,253920.0,4.0
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,5zFglKYiknIxks8geR8rcL,773333,global,0.713,0.676,10.0,-5.483,1.0,0.027,0.0377,0.0,0.154,0.721,99.048,227395.0,4.0
Off The Grid,Kanye West,6LNoArVBBVZzUTUiAX2aKO,771133,global,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,339250.0,4.0
Jocelyn Flores,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,770444,global,0.872,0.391,0.0,-9.144,0.0,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133.0,4.0
El Incomprendido,"Farruko, Victor Cardenas, Dj Adoni",2mL37yB3f3Lfy4iiXV02Qf,768784,global,0.754,0.841,11.0,-3.19,1.0,0.135,0.113,0.0,0.466,0.541,128.019,267547.0,4.0
Praise God,Kanye West,0WSEq9Ko4kFPt8yo3ICd6T,768513,global,0.798,0.545,1.0,-6.466,1.0,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653.0,4.0
When We Were Young,Adele,6O5TrlFWTYvznd9fMC0VvU,766334,global,0.372,0.566,3.0,-6.779,1.0,0.0519,0.322,0.0,0.0953,0.28,146.399,290900.0,4.0
brutal,Olivia Rodrigo,6SRsiMl7w1USE4mFqrOhHC,759809,global,0.672,0.526,4.0,-6.446,1.0,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,143747.0,4.0
Linda,"Tokischa, ROSALÍA",1ahCrpeTt94LL7y1aXw0Y8,759037,global,0.891,0.751,2.0,-3.15,1.0,0.124,0.0685,0.000598,0.19,0.711,115.046,144019.0,4.0
"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi, Jubin Nautiyal, Asees Kaur",2rOnSn2piaqLAlYjtfUBlY,757344,global,0.72,0.63,10.0,-5.549,1.0,0.0413,0.615,0.0,0.108,0.512,81.009,230292.0,4.0
Run,OneRepublic,6KL88T4Ma4ABXqzgUoEwkd,755388,global,0.682,0.72,11.0,-8.176,0.0,0.0382,0.321,0.0,0.205,0.649,116.988,168260.0,4.0
Working for the Knife,Mitski,46OaeacE8RjnE49MB5B2Lt,751747,global,0.466,0.626,11.0,-8.126,1.0,0.0272,0.166,5.59e-05,0.103,0.318,83.01,158618.0,4.0
ALMAS GEMELAS,Myke Towers,2KcNrONbZ0hvBPjvrDO2tx,749110,global,0.793,0.745,7.0,-4.579,1.0,0.0571,0.182,0.000189,0.293,0.716,94.979,235411.0,4.0
Lucid Dreams,Juice WRLD,285pBltuF7vW8TeWk8hdRR,746989,global,0.511,0.566,6.0,-7.23,0.0,0.2,0.349,0.0,0.34,0.218,83.903,239836.0,4.0
Bala Love,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",48Ll1C6qAnP2UjnopQDh4a,746310,global,0.628,0.318,9.0,-8.887,0.0,0.0507,0.807,0.101,0.19,0.492,86.453,221538.0,5.0
Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,746266,global,0.578,0.449,1.0,-6.349,1.0,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956.0,4.0
Roses - Imanbek Remix,SAINt JHN,0zLCBJZSiELJf02ucPP9wb,746121,global,0.769,0.719,8.0,-5.472,1.0,0.0474,0.0143,0.00777,0.359,0.863,121.955,176867.0,4.0
'Till I Collapse,"Eminem, Nate Dogg",4xkOaSrkexMciUUogZKVTS,746040,global,0.548,0.847,1.0,-3.237,1.0,0.186,0.0622,0.0,0.0816,0.1,171.447,297787.0,4.0
Sexo Virtual,Rauw Alejandro,0giiXonRhODYy4J1iy4Lb3,744036,global,0.704,0.739,8.0,-3.286,1.0,0.112,0.328,1.93e-05,0.0856,0.425,179.879,208292.0,4.0
Heartbreak Anthem (with David Guetta & Little Mix),Galantis,5K6Ssv4Z3zRvxt0P6EKUAP,742230,global,0.595,0.784,1.0,-4.878,1.0,0.102,0.216,0.0,0.0608,0.479,124.111,183726.0,4.0
Wake Me Up,Avicii,0nrRP2bk19rLc0orkWPQk2,742168,global,0.532,0.783,2.0,-5.697,1.0,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427.0,4.0
Dreams - 2004 Remaster,Fleetwood Mac,0ofHAoxe9vBkTCp2UQIavz,740912,global,0.828,0.492,0.0,-9.744,1.0,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,4.0
Goosebumps - Remix,"Travis Scott, HVME",5uEYRdEIh9Bo4fpjDd4Na9,735425,global,0.841,0.593,1.0,-7.846,1.0,0.0379,0.418,0.0,0.124,0.808,124.917,162803.0,4.0
Photograph,Ed Sheeran,6fxVffaTuwjgEk5h9QyRjy,734413,global,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,4.0
Teenagers,My Chemical Romance,7j31rVgGX9Q2blT92VBEA0,728408,global,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.0,0.184,0.856,111.647,161920.0,4.0
ONLY,LeeHi,6TBJkXHPhu3EsMk1bshwuI,726831,global,0.536,0.296,5.0,-7.451,1.0,0.0346,0.892,0.0,0.0873,0.151,122.907,240907.0,3.0
In the End,Linkin Park,60a0Rd6pjrkxjPbaKzXjfq,722321,global,0.556,0.864,3.0,-5.87,0.0,0.0584,0.00958,0.0,0.209,0.4,105.143,216880.0,4.0
Blank Space,Taylor Swift,1u8c2t2Cy7UBoG4ArRcF5g,719756,global,0.76,0.703,5.0,-5.412,1.0,0.054,0.103,0.0,0.0913,0.57,95.997,231827.0,4.0
Loverboy,A-Wall,0qXP5fMhxGzxALOkXYUxfP,718603,global,0.604,0.466,0.0,-10.093,1.0,0.0315,0.649,0.0334,0.093,0.499,120.045,224520.0,4.0
Payphone,"Maroon 5, Wiz Khalifa",1XGmzt0PVuFgQYYnV2It7A,715810,global,0.743,0.752,4.0,-4.813,1.0,0.0414,0.0188,0.0,0.287,0.545,110.015,231173.0,4.0
2/Catorce,"Rauw Alejandro, Mr. Naisgai",0PwFN7vRvY80Hnkoew2x3f,715295,global,0.768,0.56,3.0,-3.497,1.0,0.0859,0.709,0.000791,0.115,0.372,112.084,205714.0,3.0
Hold On,Justin Bieber,1nahzW3kfMuwReTka28tH5,715093,global,0.658,0.634,1.0,-6.068,0.0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813.0,4.0
Obsessed With You,Central Cee,4PYfFHKfjYz6dwAtZhBy1z,710805,global,0.769,0.809,3.0,-4.529,1.0,0.0554,0.377,0.0,0.238,0.886,143.074,108651.0,4.0
Closer,"The Chainsmokers, Halsey",7BKLCZ1jbUBVqRi2FVlTVw,708503,global,0.748,0.524,8.0,-5.599,1.0,0.0338,0.414,0.0,0.111,0.661,95.01,244960.0,4.0
A La Antigüita,Calibre 50,798ahLNEcoFER7Vywg1FMT,707726,global,0.651,0.726,8.0,-4.144,1.0,0.0539,0.382,0.0,0.0535,0.963,179.99,156267.0,3.0
Something Just Like This,"The Chainsmokers, Coldplay",6RUKPb4LETWmmr3iAEQktW,706576,global,0.617,0.635,11.0,-6.769,0.0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160.0,4.0
Somebody That I Used To Know,"Gotye, Kimbra",1qDrWA6lyx8cLECdZE7TV7,705369,global,0.865,0.521,0.0,-6.932,1.0,0.0371,0.548,0.000115,0.0989,0.748,129.059,244885.0,4.0
The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,704730,global,0.544,0.369,2.0,-9.514,1.0,0.038,0.969,0.279,0.639,0.102,87.01,208212.0,3.0
Streets,Doja Cat,60ynsPSSKe6O3sfwRnIBRf,704483,global,0.749,0.463,11.0,-8.433,1.0,0.0842,0.21,0.0382,0.338,0.189,90.035,226987.0,4.0
Your Heart,"Joyner Lucas, J. Cole",2DTpP3caqX3QdJIEoS83mD,702047,global,0.861,0.637,6.0,-7.701,0.0,0.133,0.392,0.0,0.0929,0.754,87.006,198621.0,4.0
INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,5Z9KJZvQzH6PFmb8SNkxuk,1403139,us,0.741,0.691,10.0,-7.395,0.0,0.0672,0.0221,0.0,0.0476,0.892,150.087,212353.0,4.0
STAY (with Justin Bieber),The Kid LAROI,5PjdY0CKGZdEuoNab3yDmX,1195982,us,0.591,0.764,1.0,-5.484,1.0,0.0483,0.0383,0.0,0.103,0.478,169.928,141806.0,4.0
Knife Talk (with 21 Savage ft. Project Pat),Drake,2BcMwX1MPV6ZHP4tUT9uq6,1145979,us,0.849,0.424,5.0,-9.579,0.0,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,4.0
Way 2 Sexy (with Future & Young Thug),Drake,0k1WUmIRnG3xU6fvvDVfRG,1094703,us,0.803,0.597,11.0,-6.035,0.0,0.141,0.000619,4.5e-06,0.323,0.331,136.008,257605.0,4.0
Heat Waves,Glass Animals,02MWAaffLxlfxAUY7c5dvx,999092,us,0.761,0.525,11.0,-6.9,1.0,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805.0,4.0
Need To Know,Doja Cat,3Vi5XqYrmQgOYBajMWSvCi,833751,us,0.664,0.609,1.0,-6.509,1.0,0.0707,0.304,0.0,0.0926,0.194,130.041,210560.0,4.0
good 4 u,Olivia Rodrigo,4ZtFanR9U6ndgddUvNcjcG,792058,us,0.563,0.664,9.0,-5.044,1.0,0.154,0.335,0.0,0.0849,0.688,166.928,178147.0,4.0
Fair Trade (with Travis Scott),Drake,40iJIUlhi6renaREYGeIDS,737753,us,0.666,0.465,1.0,-8.545,1.0,0.26,0.0503,0.0,0.215,0.292,167.937,291175.0,4.0
family ties (with Kendrick Lamar),BaKeem,3QFInJAm9eyaho5vBzxInN,722077,us,0.711,0.611,1.0,-5.453,1.0,0.33,0.00588,0.0,0.23,0.144,134.093,252262.0,4.0
Kiss Me More (feat. SZA),Doja Cat,3DarAbFujv6eYNliUTyqtz,715212,us,0.764,0.705,8.0,-3.463,1.0,0.0284,0.259,8.92e-05,0.12,0.781,110.97,208667.0,4.0
THATS WHAT I WANT,Lil Nas X,0e8nrvls4Qqv5Rfa2UhqmO,712238,us,0.737,0.846,1.0,-4.51,0.0,0.22,0.00614,0.0,0.0486,0.546,87.981,143901.0,4.0
Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole",07MDkzWARZaLEdKxo6yArG,710310,us,0.773,0.47,2.0,-7.93,1.0,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680.0,4.0
MONTERO (Call Me By Your Name),Lil Nas X,1SC5rEoYDGUK4NfG82494W,668406,us,0.593,0.503,8.0,-6.725,0.0,0.22,0.293,0.0,0.405,0.71,178.781,137704.0,4.0
Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy,4gzsuuZypVbxs0Af1LSZyB,665257,us,0.639,0.703,4.0,-6.33,0.0,0.0794,0.0889,1.78e-06,0.0865,0.138,169.888,207301.0,4.0
Woman,Doja Cat,6Uj1ctrBOjOas8xZXGqKk4,651790,us,0.824,0.764,5.0,-4.175,0.0,0.0854,0.0888,0.00294,0.117,0.881,107.998,172627.0,4.0
Happier Than Ever,Billie Eilish,4RVwu0g32PAqgUiJoXsdF8,626163,us,0.332,0.225,0.0,-8.697,1.0,0.0348,0.767,0.00349,0.128,0.297,81.055,298899.0,3.0
2055,Sleepy Hallow,4XvcHTUfIlWfyJTRG0aqlo,592402,us,0.829,0.512,6.0,-5.865,0.0,0.187,0.492,0.0,0.12,0.638,80.511,123987.0,4.0
Bad Habits,Ed Sheeran,6PQ88X9TkUIAUIZJHW2upE,573170,us,0.808,0.897,11.0,-3.712,0.0,0.0348,0.0469,3.14e-05,0.364,0.591,126.026,231041.0,4.0
Girls Want Girls (with Lil Baby),Drake,37Nqx7iavZpotJSDXZWbJ3,568757,us,0.767,0.438,7.0,-8.726,0.0,0.29,0.181,0.0,0.142,0.381,86.975,221980.0,4.0
Shivers,Ed Sheeran,75MNhvTCCKsST3YqqUiU9r,559892,us,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0,4.0
Hurricane,Kanye West,6Hfu9sc7jvv6coyy2LlzBF,558482,us,0.587,0.561,0.0,-6.569,1.0,0.146,0.0466,0.0,0.109,0.351,80.009,243187.0,4.0
traitor,Olivia Rodrigo,5CZ40GBx1sQ9agT82CLQCT,555703,us,0.38,0.339,3.0,-7.885,1.0,0.0338,0.691,0.0,0.12,0.0849,100.607,229227.0,4.0
Dark Red,Steve Lacy,37y7iDayfwm3WXn5BiAoRk,517051,us,0.603,0.783,6.0,-4.023,1.0,0.062,0.449,7.96e-06,0.119,0.775,172.041,173104.0,4.0
Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,501169,us,0.714,0.8,11.0,-4.808,0.0,0.0504,0.127,0.0,0.359,0.589,134.002,211560.0,4.0
Pepas,Farruko,2B4GHvToeLTOBB4QLzW3Ni,500005,us,0.762,0.766,7.0,-3.955,1.0,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,287120.0,4.0
Jugaste y Sufrí,"Eslabon Armado, DannyLux",3NqBxTOMCJ3zW9CIP51td4,498332,us,0.39,0.499,7.0,-7.778,1.0,0.0381,0.632,0.000497,0.115,0.34,200.156,275194.0,1.0
Levitating (feat. DaBaby),Dua Lipa,5nujrmhLynf4yMoMtj8AQF,494857,us,0.702,0.825,6.0,-3.787,0.0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064.0,4.0
Get Into It (Yuh),Doja Cat,0W6I02J9xcqK8MtSeosEXb,493883,us,0.912,0.655,8.0,-6.029,0.0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293.0,4.0
Fancy Like,Walker Hayes,0lnpnsrVaW9elGgRxpDCgE,476441,us,0.649,0.76,1.0,-6.487,1.0,0.0574,0.114,0.0,0.317,0.843,80.018,161853.0,4.0
Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill,3T9BKc4kB7ukeNQrCqv6ZV,471138,us,0.681,0.63,1.0,-5.585,1.0,0.0385,0.00383,0.0,0.139,0.183,151.951,161053.0,4.0
Life Goes On,Oliver Tree,0eu4C55hL6x29mmeAjytzC,464368,us,0.7,0.49,0.0,-5.187,1.0,0.076,0.186,0.0,0.117,0.569,79.982,161803.0,4.0
Sweater Weather,The Neighbourhood,2QjOHCTQ1Jl3zawyYOpxh6,457056,us,0.612,0.807,10.0,-2.81,1.0,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400.0,4.0
love nwantiti (ah ah ah),CKay,2Xr1dTzJee307rmrkt8c0g,456443,us,0.727,0.739,8.0,-3.805,1.0,0.0411,0.365,0.00137,0.161,0.533,93.005,145800.0,4.0
My Universe,"Coldplay, BTS",3FeVmId7tL5YN8B7R3imoM,451776,us,0.588,0.701,9.0,-6.39,1.0,0.0402,0.00813,0.0,0.2,0.443,104.988,228000.0,4.0
RAPSTAR,Polo G,18vXApRmJSgQ6wG2ll9AOg,446594,us,0.789,0.536,6.0,-6.862,1.0,0.242,0.41,0.0,0.129,0.437,81.039,165926.0,4.0
"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,30QR0ndUdiiMQMA9g1PGCm,441097,us,0.792,0.511,2.0,-6.876,1.0,0.0409,0.124,9.04e-05,0.14,0.111,113.983,168490.0,4.0
Moon,Kanye West,7CC6UbCs4iGsePSzFxYxNn,440796,us,0.319,0.236,5.0,-9.644,1.0,0.0318,0.898,1.62e-05,0.272,0.254,162.351,156091.0,4.0
Ain't Shit,Doja Cat,5lAnYvAIkSDNXqfo7DyFUm,423344,us,0.855,0.488,3.0,-4.601,1.0,0.208,0.506,0.0,0.347,0.619,124.097,174253.0,4.0
"Last One Standing (feat. Polo G, Mozzy & Eminem)",Skylar Grey,5W8HXMOMLtXLz0RGKUtnlZ,413833,us,0.664,0.692,1.0,-4.128,0.0,0.127,0.237,0.0,0.0798,0.233,154.924,257369.0,4.0
Wants and Needs (feat. Lil Baby),Drake,65OVbaJR5O1RmwOQx0875b,412799,us,0.578,0.449,1.0,-6.349,1.0,0.286,0.0618,2.17e-06,0.119,0.1,136.006,192956.0,4.0
deja vu,Olivia Rodrigo,6HU7h9RYOaPRFeh0R3UeAr,409439,us,0.442,0.612,2.0,-7.222,1.0,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507.0,4.0
Freaks,Surf Curse,7EkWXAI1wn8Ii883ecd9xr,399177,us,0.345,0.941,9.0,-9.918,1.0,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062.0,4.0
Your Heart,"Joyner Lucas, J. Cole",2DTpP3caqX3QdJIEoS83mD,395570,us,0.861,0.637,6.0,-7.701,0.0,0.133,0.392,0.0,0.0929,0.754,87.006,198621.0,4.0
Working for the Knife,Mitski,46OaeacE8RjnE49MB5B2Lt,394767,us,0.466,0.626,11.0,-8.126,1.0,0.0272,0.166,5.59e-05,0.103,0.318,83.01,158618.0,4.0
No Role Modelz,J. Cole,62vpWI1CHwFy7tMIcSStl8,392423,us,0.692,0.521,10.0,-8.465,0.0,0.33,0.301,0.0,0.0565,0.463,100.45,292987.0,4.0
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",6zSpb8dQRaw0M1dK8PBwQz,383029,us,0.796,0.798,1.0,-6.312,1.0,0.0317,0.034,4.19e-05,0.0952,0.942,116.032,202735.0,4.0
Champagne Poetry,Drake,2HSmyk2qMN8WQjuGhaQgCk,378962,us,0.423,0.667,6.0,-7.012,0.0,0.326,0.758,0.0,0.246,0.496,86.743,336511.0,4.0
Too Easy,"Gunna, Future",4eL3XeuGaEoVT8ttDh3hwY,372429,us,0.798,0.574,1.0,-6.548,1.0,0.157,0.024,0.0,0.122,0.309,155.964,138587.0,4.0
drivers license,Olivia Rodrigo,5wANPM4fQCJwkGd4rN57mH,368348,us,0.561,0.431,10.0,-8.81,1.0,0.0578,0.768,1.42e-05,0.106,0.137,143.875,242013.0,4.0
Blinding Lights,The Weeknd,0VjIjW4GlUZAMYd2vXMi3b,357916,us,0.514,0.73,1.0,-5.934,1.0,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040.0,4.0
No Friends In The Industry,Drake,2tUL6dZf1mywCj5WvCPZw6,354123,us,0.84,0.744,1.0,-4.751,1.0,0.113,0.0181,0.0,0.629,0.171,83.737,204347.0,4.0
Off The Grid,Kanye West,6LNoArVBBVZzUTUiAX2aKO,352597,us,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,339250.0,4.0
Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,4iJyoBOLtHqaGxP12qzhQI,352563,us,0.677,0.696,0.0,-6.181,1.0,0.119,0.321,0.0,0.42,0.464,90.03,198082.0,4.0
Have Mercy,Chlöe,5SixeLvPsYpk7qq9lo5xYg,344554,us,0.903,0.535,9.0,-6.434,1.0,0.0742,0.297,0.0,0.345,0.508,130.022,148779.0,4.0
Praise God,Kanye West,0WSEq9Ko4kFPt8yo3ICd6T,341973,us,0.798,0.545,1.0,-6.466,1.0,0.168,0.00904,9.48e-05,0.258,0.212,118.029,226653.0,4.0
A-O-K,Tai Verdes,1sx0XsWUusUoPstbvokZjP,340136,us,0.731,0.626,11.0,-6.919,1.0,0.0805,0.125,0.0,0.183,0.862,82.488,173640.0,4.0
Save Your Tears (with Ariana Grande) (Remix),The Weeknd,37BZB0z9T8Xu7U3e65qxFy,336657,us,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,4.0
Wildest Dreams (Taylor's Version),Taylor Swift,1Ov37jtRQ2YNAe8HzfczkL,332204,us,0.583,0.67,8.0,-7.289,1.0,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433.0,4.0
You Right,"Doja Cat, The Weeknd",0k4d5YPDr1r7FX77VdqWez,330463,us,0.828,0.621,8.0,-6.414,1.0,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173.0,4.0
Miss The Rage (feat. Playboi Carti),Trippie Redd,5gZYpjakt37G3c58FKcQwJ,326350,us,0.581,0.877,8.0,-4.938,1.0,0.114,0.0151,0.0,0.826,0.353,77.006,236883.0,4.0
Yonaguni,Bad Bunny,2JPLbjOn0wPCngEot2STUS,321718,us,0.644,0.648,1.0,-4.601,1.0,0.118,0.276,0.0,0.135,0.44,179.951,206710.0,4.0
